clean_text,label,id
"sempat gue lihat jidat kau di jalan anjing suer gw bakal bacok lu bangsat 
perasaan benar aja jalan pikiran lu 
ngumpet aja trus di sarang lu bangsat",abusive,2476
oke gue suka gaya nya eriko lim walaw pun dia suka aga sinting dikit dengan sikap nya yang agak bikin gue setengah kesel setengah pengen ketawa,abusive,2477
toxic kok minta maaf v erickontol lim,pelecehan seksual,2478
"saran gua terus berkarya bg 
anjing 
smangat tross inting dikit dengan sikap nya yang agak bikin gue setengah kesel setengah pengen ketawa",abusive,2479
kadang nih bang haters itu suka gak ngaca kalau mau hujat orang contoh tadi tuh yg bilang sok ganteng trs gw mikir gini bang emg lo seganteng apa ampe ngatain orang sok ganteng dan gw pen ngakak banget sama haters lu bang yg engga mikir dulu kalau mau ngehujat alah dan bener dan akan dibalas dengan sendiri nya makasi salam ib,abusive,2480
sumpah ngakak liat expersi lu bang kalo bisa buat konten makan roti pakai alas kos kaki bang tpi kos kaki yang udh lama gak dicuci pasti lucu bener atain orang sok ganteng dan gw pen ngakak banget sama haters lu bang yg engga mikir dulu kalau mau ngehujat alah dan bener dan akan dibalas dengan sendiri nya makasi salam ib,abusive,2481
"kontol gua sub lu dari lu masih maen pebe dan lu ban citer arjuna itu ngakak
tapi skarang receh banget kontol lo beku
memek cewe lo bau

tapi tetep ngefans gua sama kata motifasi lu yang kayak memek v",pelecehan seksual,2482
"bangsat kontol erik kontol asu bangsat anjing cok jancoookkkk emang bangsat chanel gak faedah cocok buat hiburan anjing we lo bau

tapi tetep ngefans gua sama kata motifasi lu yang kayak memek v",pelecehan seksual,2483
eh kontol pantat lu bau memek tuh bangsat v,pelecehan seksual,2484
walaupun lu sering ngomong anj ng bagsa lu tetep jadi panutan gw jangan dengerin haters kontol yg lain gw always support lu dan sekarang diantara temen gue paling toxic see you mtvkr g kayak memek v,pelecehan seksual,2485
hmmm bau memek,pelecehan seksual,2486
ngentotin gw dong,pelecehan seksual,2487
"kontol

 v",pelecehan seksual,2488
makin gila makin famous lanjut kegilaan lu eriko gue dukung,abusive,2489
coba kita unsub rame rame gimana reaksi si erikontol,pelecehan seksual,2490
kenapa memek bisa ngilu mana reaksi si erikontol,pelecehan seksual,2491
itu bukan pantun tolol,abusive,2492
cacat,abusive,2493
woi goblok ga bisa bikin pantau ga usah bikin anjinkkk,abusive,2494
ganteng dari mana anjing,abusive,2495
anjing adsense semua goblog ahahaha,abusive,2496
ckckck terusin aja kak rik gausah bikin video tentang hater hampir buta gw lihat heter comnnya geli geli bikin kontol gw berdiri tot terus berkarya segila mungkin,pelecehan seksual,2497
emang sih kalo vidio bergambar kontol ga di sensor jadinya banyak haters,pelecehan seksual,2498
"cuma hal ilmu didunia ini yg belum gw pelajari kayak erick 
 
 
 yaitu belajar percaya diri kayak lo ya kontol",pelecehan seksual,2499
erikontol,pelecehan seksual,2500
g sopan amat lu ngeledek lewat comment yt kontol,pelecehan seksual,2501
"haters setan
dapet uang dari haters dapet uang dari setan",abusive,2502
bang lu kok ngomong anjingnya mirip bang arap hahaha,abusive,2503
hatters goblok kalo ga suka ga usah di liat ga ada yg maksa buat lu liat chanel family friendly goblok gua satu squad menyukai chanel ini salam soapers ajg fuck your hatters,abusive,2504
gua udah bg udah kali gua subsribe lo  ga ada yg maksa buat lu liat chanel family friendly goblok gua satu squad menyukai chanel ini salam soapers ajg fuck your hatters,abusive,2505
gue heran ni sapa para haters klau kalian ngak suka sama konten nya eric ngapain sih kalian buka ngak punya otak ini para haters kerja nya hanya tau bacot terus emang nya ngak ada kerjaan lain sih ngebacot terus memang haters orang indonesia kebanyakan tolol saja klau kalian iri ngmong lah jangan hanya tau bacot aja kayak anak kecil ngak tau diri udah dewasa masi aja bacot aja kaya anak kecil,abusive,2506
mana ada haters baik goblok gini nih otak kontol mah kaga bisa mikir sooo kontolers bangsad,pelecehan seksual,2507
wik wik wik wik wik salam kontol,pelecehan seksual,2508
"ngakak ajg ama hatterss lu
mereka itu mabok atau apaan sih
mau channel mendidik tapi malah kesini
disini tuh emang channel nya gini goblok
erick hanya menghibur kalian kon",abusive,2509
kangen titit dora,pelecehan seksual,2510
bikin lagi jink gw terhibur bgst buru bikin kontol,pelecehan seksual,2511
"gua sangat terhibur dengan kegoblokan lu bang apalagi pas makan biskuit regal sama susu hahahahaha terus berkarya nnel nya gini goblok
erick hanya menghibur kalian kon",abusive,2512
goblok ngeue aja sono,abusive,2513
cuwekin aja bayangin aja mereka setan,abusive,2514
bang tiap gua liat vidio lu gua suka ngakak anjir dan jangan di ambil pusing orang ngomong apa bang gua tau lo bikin chanel cuma buat hiburan doang soal orang gak suka sama chanel lu yang gak berfaedahnya itu urusan mereka masing masing kalo gk suka ya pasti gak di tonton dan gak di ambil pusing belum tentu lu bang lebih buruk dari orang yg suka ngomen buruk tentang hidup lu so sukses terus bang makin rajin bikin vidio konyol nya ak kecil yang belum cukup umur di kasih gadget daripada tetek,pelecehan seksual,2515
bang rick lo pernah ngentot,pelecehan seksual,2516
bang lu kok editan lu gila rando bang wkwkwk,abusive,2517
wkakwakwk mantap anjing v,abusive,2518
kontol lu di cariin kiki hime wkwkwkwk tak punya sayab,pelecehan seksual,2519
bener apa kata mereka mukaku ky kontol,pelecehan seksual,2520
juta subs cium cewek lu cipok teruss,pelecehan seksual,2521
balas koment gue anjing,abusive,2522
santai bae makin diomongin makin bnyk duit,abusive,2523
erick tukang coli bangsat,pelecehan seksual,2524
anjing gue lagi minum jadi pindah ke hidung airnya bangsaattt wkwkwk,abusive,2525
"cie kak kimihime ngembelain v
jangan ada rasa cinta",abusive,2526
lu banyak bacot bujang,abusive,2527
"woi erico gua gk bakal panggil lo erico tapi kontol ok 
k
ko
kon
kont
konto
kontol
konto
kont
kon
ko
k
rkahir semua youtuber berdoa thanks",pelecehan seksual,2528
"ngakak asua gk bakal panggil lo erico tapi kontol ok 
k
ko
kon
kont
konto
kontol
konto
kont
kon
ko
k
rkahir semua youtuber berdoa thanks",pelecehan seksual,2529
"kamu ganteng ganteng duit nyalo erico tapi kontol ok 
k
ko
kon
kont
konto
kontol
konto
kont
kon
ko
k
rkahir semua youtuber berdoa thanks",pelecehan seksual,2530
"ericko limited edition 
sumpah orang kayak gini nih yang harus dibinasakan muka lu kayak kontol semacam produk gagal bangsat",pelecehan seksual,2531
ahmad nuh bocah dikatain lgsung gk bs bales wkakakkaka,abusive,2532
bacot ngentod,abusive,2533
show face aja g brani msih mw koar dsr anjing,abusive,2534
mukalu kaya memek gimana dong,pelecehan seksual,2535
woi anjing ini iklan banyak bgt gua cape nyekip ads nya ngent t channel bgst,abusive,2536
hhhmmmm bau memek banyak bgt gua cape nyekip ads nya ngent t channel bgst,pelecehan seksual,2537
gw kalo bilang kontol memek di depan guru malah di suruh bilang lagi,pelecehan seksual,2538
hatres kontol anjing makanya suruh emak lo kalo ngewek jangan di dapur biar gk ke campur micin manik bapak lo anjing entot,pelecehan seksual,2539
gk ush ngomong klo youtube harus mendidik kalo lu pas polos nya nonton bokep di youtube v,pelecehan seksual,2540
tattoo adalah senikalo gk suka tattoo yg gk usah bilang sampah kontol jangan mandang org tattooan yg negative lah anyingn kagak gw skip sukses trus lah tapi kapan kapan ngadain kek give away gitu lah yaw,pelecehan seksual,2541
"semangat terus bang itu yg bacotin lu belum tentu jadi seperti lu bangza arap blum kan persahabatan itu indah bocah suka ngikutin yg toxic biar disebut gaul tapi malah cringe 
sukses lim jangan lupa bagi rejeki nya",abusive,2542
tetep semangat bang hahaha njir dah gua ngakak ntn ini yelah deh haters kayak bisa aja bikin channel youtube dgn video yg mendidik dengan berjuta subscribers,pelecehan seksual,2543
bang gue punya saran buat lo kalau bisa youtube lo aja video yang banyak kata kata kasar hal yang menjijikan supaya anak di bawah th gak niruin kelakuan lo di youtube,abusive,2544
halah kontol kau chanel yt terfamily friendly i love u erik kontol lim no limit pros kontollos,pelecehan seksual,2545
damnntol kau chanel yt terfamily friendly i love u erik kontol lim no limit pros kontollos,pelecehan seksual,2546
"jan di dengerin tuh hatters bang erick mereka cuman cari sensasi 
gua setia jadi subscriber bang erick 
btw soapking is the best kontol 
maksud nya toxic bang erick gk nyinggung kok ok thanks",pelecehan seksual,2547
tumben erick ngomong sesuatu yg bener bukan memek ato segala macem,pelecehan seksual,2548
jangan takut di hina rik hahahah,abusive,2549
bang tolong dateng ke rumah gw cepet kontol,pelecehan seksual,2550
gg rik pertahankan channel lu terus upload konten yg pada tolol tolol ok,abusive,2551
mana janji lu rick juta sus botak upload konten yg pada tolol tolol ok,abusive,2552
ngapain bawa bowo di ytrw anjing looo,abusive,2553
tolong sampaikan sama yang bawa bawa agama di menit tololnya keliatan banget kentod bawabawa mayoritas mabok agama malah keliatan tolol anjing,abusive,2554
wkwkwkw memek ngiluu ngakak anjinggg,pelecehan seksual,2555
ngakak gua haterss pd tolol blom tentu juga kan itu org pada vnr kontilet kentod bawabawa mayoritas mabok agama malah keliatan tolol anjing,abusive,2556
wkwkwkwkwk tulis sambung om tentu juga kan itu org pada vnr kontilet kentod bawabawa mayoritas mabok agama malah keliatan tolol anjing,abusive,2557
bang jt live coli wkkw,pelecehan seksual,2558
"woi lu the jak bukan bang sat 
 
 
 
 
 jawab kontol memek pepek nonok titit",pelecehan seksual,2559
hidup kerad anjing jangan lembek gw suka gaya lo eriko pertahankan kontol mu,pelecehan seksual,2560
erik kontol emang km sama kek kontol wajah kek cewek masak punya kontol u,pelecehan seksual,2561
kalo channel lo gak mendidik lebih baik hps aja channel lunya kontol u,pelecehan seksual,2562
yang katain si lim org gila maaf kalian yaang gila,abusive,2563
anjir lol,abusive,2564
memek chanell babi bangsat kontol akmj anjing kontol memek jembut,pelecehan seksual,2565
erikontol lu di akhirat masuk mana lu neraka atau surga goblok taubat allah swt itu ngelihat lu amalan lu di catat ama malaikat,pelecehan seksual,2566
para haters iri kali bang  dasar kambingka atau surga goblok taubat allah swt itu ngelihat lu amalan lu di catat ama malaikat,abusive,2567
eriko bangsat anjing kontol wkwkwwk,pelecehan seksual,2568
cari ketawa buang penat buang stress ya di chanel ini tapi kalo mau cari pengetahuan jangan di chanel ini anjing kontol bangsat,pelecehan seksual,2569
gila gw lihat vidio ini tampa skip dan yg gila ada iklan yg masuk vidio nihh njing gila erick salut ke lu gw,abusive,2570
tahu bulat di goreng dadakan dollar gurihhhh,pelecehan seksual,2571
intinya ngewe,pelecehan seksual,2572
yang ngesub pun komennya hate anjing v apalagi yg beneran haters njir v,abusive,2573
haters ea pantatlu kan tebel,pelecehan seksual,2574
ahhhhhh ahhhh aku ngecrot bang ngeliat lo melet tanggung jawab,pelecehan seksual,2575
"lo semua para haters kontol yg suka ngebully lu tuh pembawa uang bagi orang lain tod lu bully ericko sama aja lu ngasih uang ke ericko jadi lu jangan ragu buat ngebully orang ngebully orang sama aja kayak lu buat orang yg lu bully tuh jadi terkenal 

gw sebagai soapers gaming kontol",pelecehan seksual,2576
"haters anjing tolol goblok gasuka video nya gausah nonton anjing 
senyumin aja bang yg penting lu terus jadi diri lo sendiri",abusive,2577
yaah di buly kasian xeh ericolim suka nya cuman coli coli doang,pelecehan seksual,2578
kpan indonesia maju bangsatt di mit en grit lu semua pd salam soapers anjg mnding hapus tu cenel anjg,abusive,2579
"biar pun banyak haters tapi tetap berkarya 
gpp bang
heppy ada
jadikan motifasi buat abang
aku gk berani bilang yang gk gk bilang yang jorok
tetap berkarya bang
asalkan posotif rank 
rang sama aja kayak lu buat orang yg lu bully tuh jadi terkenal 

gw sebagai soapers gaming kontol",pelecehan seksual,2580
pink guy channel unfaedah tapi banyak subscriber nya padahal kelakuannya lebih gila dari erick,abusive,2581
y channel unfaedah tapi banyak subscriber nya padahal kelakuannya lebih gila dari erick,abusive,2582
bangsat kau,abusive,2583
ngakak disaat dia bilang memek bisa ngilu ,pelecehan seksual,2584
apasiii sampah,abusive,2585
memek orang pada komen hate karena mereka pgn msk vidio lu goblok,pelecehan seksual,2586
wkwkwkwk chanel ini ni yang buat gw ketawa sendiri o lu goblok,abusive,2587
komenan gw yg coliin foto betmen knp gk di bikin konten anjing anak haram,pelecehan seksual,2588
"jujur yaa se toxsic nya eric gw suka dy karna dia gak pura pura baik di camera bahkan di dunia peryoutubean semangattttt eric 
jangan dengerin haters yg cuma bisa koment doang padahal dia juga gak bisa berkarya jangan banyak bacod lah haters lu emg udh sempurna sampe sampelu nge hate org 
emg ya haters tolol smua

setuju  l bless",abusive,2589
"kenapa memek bisa ngilu wkwkw 
best scene",pelecehan seksual,2590
kontol apa yang gak ada telornya,pelecehan seksual,2591
woy bangke buat video yg lucu lagi jngn kbanyakan bikin video gaming bangsat,abusive,2592
namanya juga haters kontol,pelecehan seksual,2593
kontol kau berat sebelah v,pelecehan seksual,2594
setau gw mereka melahirkan dari lobang pantat,pelecehan seksual,2595
taikk,abusive,2596
"jangan khawatir bang kalau ada iklan lewat di channel lo gak akan gwe skip  tak support terus lo bang  terus berkarya ba
jangan dengerin haters yg cuma bisa koment doang padahal dia juga gak bisa berkarya jangan banyak bacod lah haters lu emg udh sempurna sampe sampelu nge hate org 
emg ya haters tolol smua

setuju  l bless",abusive,2597
jujur lu orang nya pantang nyerah walau si reza gak mau ada di rewind tapi lu tetep mau bikin dan lu punya prinsip,pelecehan seksual,2598
santiiii rik soapers selalu ada bersama loeza gak mau ada di rewind tapi lu tetep mau bikin dan lu punya prinsip,pelecehan seksual,2599
hahaha kontol channel anj,pelecehan seksual,2600
haters mah gitu rik agak sinting kwkw cem pantat v,pelecehan seksual,2601
"fix semua heaters lo bocah semua 
ga bisa bedain mana hiburan mana berita anjing  goblok anjing  ga guna punya otak  mati aja anjn haters yg cuma bisa koment doang padahal dia juga gak bisa berkarya jangan banyak bacod lah haters lu emg udh sempurna sampe sampelu nge hate org 
emg ya haters tolol smua

setuju  l bless",abusive,2602
ngakak gw anjir,abusive,2603
ga peduli anjing,abusive,2604
bau tai entar anak nya,abusive,2605
nyari adsense kampret sampe menitin gitun bayak dong views abang icko makin bisa masuk trending,abusive,2606
"sebagai fans 
tolong jgn keseringan bilang kata anjing 
nanti mirip si reza kontol arap",pelecehan seksual,2607
coli aja bang,pelecehan seksual,2608
kalian haters banyak bacod bikin channel yutub aja gabisa kalo bisa pun viewernya misqiuen karna kalian g bisa ngedit dasar tolol,abusive,2609
mantap kontol v,pelecehan seksual,2610
halo bro coli,pelecehan seksual,2611
kontol semua isinya jujur ya gw kalo nonton vidio lu sumpah selalu ngakak gw semangat rick,pelecehan seksual,2612
woy lo yg punya akun pb strike cn erikolim y klo lo bkn islam jgn skali kali lo menghina islam,abusive,2613
tolol mmk ngilu v,abusive,2614
bang udh coli kah,pelecehan seksual,2615
bacot lu ajg udh ngediss idola gua si arap,abusive,2616
weh lu pada gk mikir ya lu ngata ngatain orang jelek emang lu sendiri gk jelek anjing gw sebagai ladies gw gak bakal ngata ngatain kalo bukan kalian yang mulai duluan,abusive,2617
tampang lu kaya kontol sih tapi gua suka ama lu rik,pelecehan seksual,2618
sexi amat lo lim toker lo gak ada,pelecehan seksual,2619
haters haters memek lu kencing aja belum lurus tolol,pelecehan seksual,2620
yt anjing lu bang dasr abng memei kontol,pelecehan seksual,2621
dasar haters haters kontol yang bilang mati aja lu lu aja sono dasar bch bch kontol entot memek anak haram,pelecehan seksual,2622
gua orang yang perlu pendidikan dan gua dapet ajaran pendidikan dari nonton ericko lim vidio nya pendidikan banget anjir gua suka banget vidio kaya gini,abusive,2623
wah gila cuma chenel ini yg santai sama haters malah dibangga in lha yg lain sampai buat ngerap soal haters anjing,abusive,2624
bang erick ngelakuin semua hal konyol karena dia tidak punya malu gais v beda sama kita yaudah jadi nikmati aja mayan kan buat bahan colmek para ceue ceue v,pelecehan seksual,2625
arap goblok,abusive,2626
bang haters lu kok goblok semua ya apalagi yg byk duit tp byk haters mending hapus cenel ngakak,abusive,2627
memang dia anak nakal sering kali ngomong kasar tapi masih batas wajar,pelecehan seksual,2628
dihina tetap santuuuyyy v wkwkwk,abusive,2629
lanjut tetep karir lo bangka biasa aja gk usah jelek in coba kalok aib lo disebar in mau apa gak setiap org beda dan buat erickolim buat vidio yg agk mendidik saya tdk memihak siapapun maaf apbila buat kalian sakit hatiiu walaupun lu sering nge toxic tapi sisi elu yang begitu hanya di depan kamera doang dan di balik kamera lu itu baik banget ternyata,pelecehan seksual,2630
"wkwkw ngakak anjir 
semangat bang 
buat ngehibur soapers",abusive,2631
"terus gua peduli apa faedahnya upload video gajelas 
sumpah anjing gajelas bangsad dah",abusive,2632
bang chanel lhu di ganti jha jgn ericko lim tpi erickontol,pelecehan seksual,2633
goblok lu,abusive,2634
daniel halim goblokk,abusive,2635
"ericko asli nya 
baik
sopan
tidak pelit
tapi klo udh shooting behh 







gila",abusive,2636
"wkwkwkwk salam soapers 
tidak pelit
tapi klo udh shooting behh 







gila",abusive,2637
akwoakwoakaoakakk terbaikkk bangsattttt ngakak,abusive,2638
haters di comment ngehina pas ketemu langsung minta foto lol,abusive,2639
tetap coli walau kontol perih,pelecehan seksual,2640
anjing gw paling benci kalo nonton lu gaada iklannya,abusive,2641
bang toxic atau bacot di ome tv dong bang yg stuju like,abusive,2642
buat hatters udh unsub ngehina ttep aja nontonin video orng ni gk malu apa lo,abusive,2643
youtube buat entertaining anjing kalau mau mendidik ikut les bimbel bangsat goblok yah,abusive,2644
walaupun ada yg gk suka tetapi tetep di subscribe,pelecehan seksual,2645
erickontolik muka lu kayak jembut jadi berkaca anjing dasar goblok,pelecehan seksual,2646
bener lu rik jangan di denger in tu heatres ajing kontol,pelecehan seksual,2647
dasar haters otak tai babi,abusive,2648
"bangg mohon di bca 
biarlah heters berkata yg mnting lu trus berkaya sampai dia terhinalo mau nonton ini",abusive,2649
eh erikontol bagi duit njinx,pelecehan seksual,2650
gak ada yg nyuruh lu nonton ajg kalo emang gak mendidik gausah nonton dasar haters gblk erick itu obat buat ngilangin stres pasti ngakak liat muka konyol si erick,abusive,2651
bct lu kontol dasar orang anjing jujur gw suka lagunya tapi lagunya menghina orng konttooolllll babi,pelecehan seksual,2652
dasar sampah lu erickontol,pelecehan seksual,2653
woy kintol memax injang bangsit jav hd porn masukin gw v,pelecehan seksual,2654
gue tetep dukung lo ther jgn dengerin omngan yg ga enakin mungkin dia begitu karna dia cuma tau dari video sifat lu smbng petakilan bgtu tapi dia gatau keseharian lu dan hati lu kaya gmna jadi no komen bang,pelecehan seksual,2655
"good morning 
jngn lupa colinya",pelecehan seksual,2656
"satu kalimat 
ngakak anjing ngakak",abusive,2657
bagi aku nih channel bikin mood coli aku kembali bergairah,pelecehan seksual,2658
kalo suka ya syukur kalo ngga ya gapapa sesimple itu anjing,abusive,2659
loveyouuuuuuuuu bang kontol,pelecehan seksual,2660
part kontol,pelecehan seksual,2661
bangsat chanel gila anjing  naik terus ban toxic lu gkin dia begitu karna dia cuma tau dari video sifat lu smbng petakilan bgtu tapi dia gatau keseharian lu dan hati lu kaya gmna jadi no komen bang,abusive,2662
ngakak sumpah nntn nya anjing,abusive,2663
gini ni klo lahir dari lubang pantat bukan dari lubang memek,pelecehan seksual,2664
wkwkwk kami gilaaaa dan kami sukaaa channel pendidikann,abusive,2665
terkenal gara ngomong bangsat sama anjing hahaha lyric nya cocok buat lo ericko fucking lemu dari video sifat lu smbng petakilan bgtu tapi dia gatau keseharian lu dan hati lu kaya gmna jadi no komen bang,abusive,2666
"gua setuju anjink
gw nntn dia cuma buat hiburan
dan gw jg punya akal sehat mana yg patut ditiru dan mana yg nggak dari erickontol",pelecehan seksual,2667
intro bacot nya mana  anak esdeh ngedit tiktok,abusive,2668
gua lebih suka lu yg kya gitu bang diemin aja kata haters mah emang haters kontol idiot sampah,pelecehan seksual,2669
bang ini yutub jangan lah kata kasar kalo anak keci yang liat dimarahi ibunya ya lu anjing erikontol ga jelas anjjing pegang pegang pentil njing emang ga ada otak ngapain buat chanell ga ada manfaatnya,pelecehan seksual,2670
bacaa bang erikontol,pelecehan seksual,2671
kontol ngentod gua ngakak lebih toxic lgi dong,pelecehan seksual,2672
"ngakak bet 
 lagi klo emng g suka g ush tonton bangsad lu g suka ttp nonton tolol lu ketulang ko tol",abusive,2673
channel anjing gk ad faedah nya sama sekali tapi entah knp gw sabskrep,abusive,2674
haters goblok kontol mikir lah bro eric mana mungkin beli subsciber mikir lah dia tuh udah terkenal kali dasar goblok kocak haters anjg yg lebih extrim dong,pelecehan seksual,2675
kalau lo direndahin berusaha untuk tinggi taik,abusive,2676
yang baca anak anjing,abusive,2677
woi kontol,pelecehan seksual,2678
ngarep banget kontol,pelecehan seksual,2679
ian achmaddi iya betil kamu bijaksanal,pelecehan seksual,2680
"jadi gini tiap channel itu punya penonton nya masing masing 
yg nge hate mas erik mungkin bukan termasuk penonton nya mas erik simpel",abusive,2681
erickontol limit,pelecehan seksual,2682
asal muasal haters adalah iblis,abusive,2683
gk gitu anjing wkwk chanel kontol majuterusrik,pelecehan seksual,2684
hatters pokoknya kudu nonton anjing,abusive,2685
iya bang lu ganteng onton anjing,abusive,2686
erickontol lim alay lo ajig v,pelecehan seksual,2687
sumpah lu doang yg bisa bikin gua ketawa ngakak anjirrr bikin video yg banyak lagi bang,abusive,2688
"hmmmmm buat bang erik terus lah berkarya dan karena masa muda buat berkarya dan mencari pengahasilan sendiri jangan dengerin tuh kata si cebong 
tapi ada lucunya bang subscriber bisa di beli kok pengen toxic ya wkwkwkkw 
 
 
 ",abusive,2689
haters goblok lu klo ngomong yang masuk akal anjink gk dilajarin apa sma orang tua lo karena gw baca gk ada yang masuk akal dan gk ada guna juga,abusive,2690
bau memek,pelecehan seksual,2691
"wkwk mantap rik disini kita bisa liat mana viewer bodoh sama yang cerdas
pilihan ada pada viewers kalo mau liat ya liat aja kalo gak suka ngapain diliat wkkw",abusive,2692
bacot anjing ewe ibu lu di acara yutub lu anjing,abusive,2693
ngakak kontol,pelecehan seksual,2694
bang buat konten ngentot donk,pelecehan seksual,2695
chennel sampah baik hapus aja chennel lu,abusive,2696
kata kak erico lim kita harus ngomong anjing bgst memek jembut tai kontol bener gk kak,pelecehan seksual,2697
haters lu otaknya setengah ngomong anjing bgst memek jembut tai kontol bener gk kak,pelecehan seksual,2698
bau memek erserah mereka mau mencaci maki lu karena itu akan menjadi motivasi erick untuk bersabargas negatif apa mau lu sih gblok haters,pelecehan seksual,2699
bagus bagus tolol nya ada kemajuan,abusive,2700
kata lu banyak herters malah bikin kaya wkwkwkkwkwkw erickontolim,pelecehan seksual,2701
"kalau pada banyak yang gak suka ericko lim ngapain pada lihat chanel nya gak usah dilihat chanelnya 

selesai kan
kok pada ngehina si erick orang di dunia ini gak ada yang sempurna",abusive,2702
"gk ush dipikirin omongan hatersya yg nyakitin hati tu bang yg penting toxic lu  ilihat chanelnya 

selesai kan
kok pada ngehina si erick orang di dunia ini gak ada yang sempurna",abusive,2703
"korban pun merasa sangat malu namun tak mampu membela diri mereka hanya bisa diam menangis bahkan sejumlah kasus sampai bunuh diri karena frustasi 

tanpa disadari pelaku dampak bullying sangat besar bagi seseorang dan ternyata islam pun menempatkan bullying sebagai kebiasaan zalim 

dikutip dari laman konsultasi syariah allah swt tidak pernah melupakan setiap bentuk kezaliman sehingga setiap perilaku zalim termasuk bullying akan diazab di akhirat

ancaman ini tercantum dalam surat ibrahim ayat 

 janganlah sekali kali kamu mengira bahwa allah lalai dari apa yang diperbuat oleh orang orang yang zalim sesungguhnya allah memberi tangguh kepada mereka sampai hari yang pada waktu itu mata mereka terbelalak karena melihat siksa 

rasulullah muhammad saw menyebut orang yang suka menghina sesamanya sebagai golongan yang bangkrut sebab pahala yang susah payah dia kumpulkan berkurang banyak karena telah menghina dalam hadis muslim meriwayatkan 

 tahukah kalian siapa orang yang bangkrut itu para sahabat menjawab orang yang bangkrut di tengah tengah kita adalah orang yang tidak punya uang dan tidak punya harta 

lalu rasulullah shallallahu alaihi wa sallam menjelaskan  orang yang bangkrut dari umatku adalah yang datang pada hari kiamat nanti dengan membawa pahala sholat puasa dan zakat namun ia telah menghina si a menuduh berzina si b memakan harta si c menumpahkan darah si d dan memukul si e maka si a diberi pahala kebaikannya dan si b si c diberi pahala kebaikannya apabila amal kebaikannya habis sebelum terbayar semua kedzalimannya dosa dosa mereka yang dizalimi itu diambil lalu dilemparkan kepadanya kemudian dia dilemparkan ke dalam neraka 

nih akibat yang sering bully dan ngatain ada loh haditsnya",pelecehan seksual,2704
makanya kalo lagi hamil jangan di entot teros tar kepala kena kontol jadi lah anak tolol,pelecehan seksual,2705
bacot lu pada,abusive,2706
chenel hiburan penghilang stres mobangentot tapi lucu,pelecehan seksual,2707
"channel paling gila paling aneh paling lucu paling gk guna paling ngawur v i kopex lo baik bet orang nya
 
 
 
semangat y bang buat berkarya anggep aja haters angin lewat",abusive,2708
"ric lo gak takut ngomong kontol mulu entar tu jidat tumbuh kontol baru tau rasa lo terus tu jidad belah jadi pepek 
tapi jujur gw suka sama vidio lo apa lagi lidah lo keren kayak dasi para koruptor",pelecehan seksual,2709
"hahahahahah malah ketawaol mulu entar tu jidat tumbuh kontol baru tau rasa lo terus tu jidad belah jadi pepek 
tapi jujur gw suka sama vidio lo apa lagi lidah lo keren kayak dasi para koruptor",pelecehan seksual,2710
"bang lu ganteng tpi gak sexy  entar tu jidat tumbuh kontol baru tau rasa lo terus tu jidad belah jadi pepek 
tapi jujur gw suka sama vidio lo apa lagi lidah lo keren kayak dasi para koruptor",pelecehan seksual,2711
sebenarnya ane haters yang kagak komen karna takut di bacotin v saya unsub karna terlalu toxic atau berbahasa terlalu kasar tapi saya sering nonton video ente tanpa subscribe,abusive,2712
gw pura pura ngehate yak erikontol kamu bacot memek kamu udah gk perjaka lagi,pelecehan seksual,2713
"apa cuma gua yang mikir kalo ni youtuber youtuber paling ga tau diri 
muka muka ga ada salah lo kontol
arap ga ada di rewind tahun ini gara gara lo qimak",pelecehan seksual,2714
orang orang yang ngehate bang ericko lim gobloknya sampai ke jiwa,abusive,2715
ok anjing retard,abusive,2716
si kontol ada eling nya juga lu bagusan gitu kontol fuck bichs stress,pelecehan seksual,2717
terusbekaryabgjangandengerinkatahaterskontol,pelecehan seksual,2718
hhmmmm dari video ini kita bisa belajar ternyata komen di nyucub eri coli me hate comen ,pelecehan seksual,2719
untung pantat lo tebel bang,pelecehan seksual,2720
demen nih yang hate comment tololnya murni pemberian dari tuhan wkwk this channel bring us happiness right btw if this channel give us negative thing we can decline it right just for fun,abusive,2721
cukup tolol cukup wkwkwk,abusive,2722
itu perut apa celengan babi bangsat,abusive,2723
udah dari pada pusing mikrin haters yuk colay bareng kuy aku punya hentai banyak tinggal pilih ada loli juga,abusive,2724
haters kontol kalo gak suka erickolim gak usah di tonton,pelecehan seksual,2725
"ssshhhh bau memek

wkwkwkwkwkwkwk",pelecehan seksual,2726
udah tatoan lagi emang erick olim kontol ngentot,pelecehan seksual,2727
yang dulunya macam tai mulai jilat pantat gua di cintai,pelecehan seksual,2728
ericko lim kontol memek ngentot,pelecehan seksual,2729
titit coly sih bang plis,pelecehan seksual,2730
berharap bgt gua ekspresi lu waktu baca komen komennya ekspresinya antimainstream eh ternyata ekspresinya persis kyk videonya reza arap sedikit kecewa gua akspresilu masih mainstream bang perbaiki bang semangat kontoll,pelecehan seksual,2731
kontol lu ric kapan bikin video ngentot ma pacar lu,pelecehan seksual,2732
satu pihak bang n bikin video ngentot ma pacar lu,pelecehan seksual,2733
semangat terus bangsatt gua tetep dukung luu presinya antimainstream eh ternyata ekspresinya persis kyk videonya reza arap sedikit kecewa gua akspresilu masih mainstream bang perbaiki bang semangat kontoll,pelecehan seksual,2734
